33623,23,1949.000000,84.7391304
33624,1,41.800000,41.8000000
33625,15,3301.600000,220.1066667
33627,9,342.800000,38.0888889
33628,78,6650.600000,85.2641026
33629,38,3313.400000,87.1947368
33630,1,25.500000,25.5000000
33631,3,463.000000,154.3333333
33632,4,284.000000,71.0000000
33633,14,384.700000,27.4785714
33634,7,360.000000,51.4285714
33635,23,788.400000,34.2782609
33636,108,10954.700000,101.4324074
33637,74,3496.300000,47.2472973
33638,2,53.000000,26.5000000
33861,17,2891.500000,170.0882353
33864,73,8884.400000,121.7041096
33865,49,3889.600000,79.3795918
33866,5,703.800000,140.7600000
33867,10,1074.800000,107.4800000
33868,4,39.000000,9.7500000
33869,8,397.000000,49.6250000
33870,16,1443.000000,90.1875000
33871,60,5655.800000,94.2633333
33872,16,581.800000,36.3625000
33873,20,926.000000,46.3000000
33874,12,833.000000,69.4166667
33875,21,815.500000,38.8333333
33876,21,1841.500000,87.6904762
33877,4,365.000000,91.2500000
33878,23,691.800000,30.0782609
33879,8,319.700000,39.9625000
33880,20,2517.000000,125.8500000
33881,8,503.600000,62.9500000
33882,3,302.000000,100.6666667
33883,3,438.000000,146.0000000
34105,1,56.800000,56.8000000
34106,52,4614.000000,88.7307692
34107,104,8587.700000,82.5740385
34108,82,9279.800000,113.1682927
34109,39,3623.200000,92.9025641
34110,6,514.300000,85.7166667
34111,4,155.000000,38.7500000
34112,13,740.916000,56.9935385
34113,3,217.833000,72.6110000
34115,3,21.000000,7.0000000
34116,8,212.100000,26.5125000
34117,15,651.000000,43.4000000
34118,1,25.000000,25.0000000
34119,23,1365.400000,59.3652174
34120,11,613.300000,55.7545455
34121,17,1334.700000,78.5117647
34122,5,90.500000,18.1000000
34123,26,1661.100000,63.8884615
34124,71,14627.100000,206.0154930
34125,28,1826.000000,65.2142857
34126,2,14.000000,7.0000000
34350,6,292.100000,48.6833333
34351,50,3085.900000,61.7180000
34352,200,23243.700000,116.2185000
34353,31,3776.900000,121.8354839
34354,10,217.000000,21.7000000
34355,10,167.000000,16.7000000
34356,2,24.000000,12.0000000
34361,8,579.000000,72.3750000
34362,1,140.000000,140.0000000
34363,21,1844.900000,87.8523810
34364,11,432.300000,39.3000000
34365,5,509.000000,101.8000000
34366,1,30.000000,30.0000000
34367,85,5030.900000,59.1870588
34368,11,381.700000,34.7000000
34369,74,2771.900000,37.4581081
34370,5,333.500000,66.7000000
34371,2,152.000000,76.0000000
34594,5,1114.000000,222.8000000
34595,79,9282.800000,117.5037975
34596,5,321.900000,64.3800000
34597,11,332.000000,30.1818182
34598,21,1383.800000,65.8952381
34599,6,310.000000,51.6666667
34600,4,232.200000,58.0500000
34601,3,131.000000,43.6666667
34607,35,1281.400000,36.6114286
34608,29,916.600000,31.6068966
34609,23,889.800000,38.6869565
34610,65,3562.900000,54.8138462
34611,18,614.500000,34.1388889
34612,4,185.500000,46.3750000
34613,16,702.000000,43.8750000
34838,1,90.600000,90.6000000
34839,4,287.000000,71.7500000
34840,4,807.700000,201.9250000
34841,12,1208.600000,100.7166667
34842,9,763.000000,84.7777778
34843,1,400.000000,400.0000000
34844,1,6.000000,6.0000000
34848,25,709.300000,28.3720000
34849,1,95.000000,95.0000000
34850,9,411.000000,45.6666667
34852,8,257.500000,32.1875000
34853,26,674.000000,25.9230769
34854,41,3980.300000,97.0804878
34855,45,2599.600000,57.7688889
34856,4,863.500000,215.8750000
34857,1,81.400000,81.4000000
35083,1,32.000000,32.0000000
35084,131,15608.100000,119.1458015
35085,27,1098.700000,40.6925926
35086,21,1668.000000,79.4285714
35087,2,12.000000,6.0000000
35092,25,1034.700000,41.3880000
35093,27,942.300000,34.9000000
35094,13,479.400000,36.8769231
35096,5,222.000000,44.4000000
35097,8,384.000000,48.0000000
35098,33,3613.500000,109.5000000
35099,20,1065.700000,53.2850000
35328,54,2399.300000,44.4314815
35329,9,343.000000,38.1111111
35330,5,100.200000,20.0400000
35331,9,807.500000,89.7222222
35335,1,40.000000,40.0000000
35336,25,847.300000,33.8920000
35337,3,86.000000,28.6666667
35338,24,1134.400000,47.2666667
35339,3,173.000000,57.6666667
35340,15,608.400000,40.5600000
35341,35,3613.900000,103.2542857
35573,2,12.000000,6.0000000
35574,28,847.200000,30.2571429
35575,10,378.400000,37.8400000
35576,2,166.000000,83.0000000
35579,4,237.000000,59.2500000
35580,5,172.000000,34.4000000
35581,5,412.000000,82.4000000
35582,17,1450.100000,85.3000000
35583,23,1637.300000,71.1869565
35584,44,3001.700000,68.2204545
35585,40,5078.000000,126.9500000
35817,7,279.000000,39.8571429
35818,12,274.800000,22.9000000
35819,9,416.000000,46.2222222
35821,2,17.000000,8.5000000
35822,2,16.000000,8.0000000
35823,10,241.000000,24.1000000
35827,22,1807.000000,82.1363636
35828,34,5834.700000,171.6088235
36061,1,24.000000,24.0000000
36062,8,741.000000,92.6250000
36065,2,92.000000,46.0000000
36070,1,40.000000,40.0000000
36071,15,440.000000,29.3333333
36308,1,17.000000,17.0000000
36311,3,29.000000,9.6666667
36312,5,847.000000,169.4000000
36313,3,139.000000,46.3333333
36314,4,286.700000,71.6750000
36551,1,24.000000,24.0000000
36552,2,46.000000,23.0000000
36553,3,63.000000,21.0000000
36556,11,469.600000,42.6909091
36557,4,208.000000,52.0000000
36799,1,66.000000,66.0000000
