30705,5,17175.400000,3435.0800000
30948,83,21648.800000,260.8289157
30949,39,6991.900000,179.2794872
31191,71,9299.500000,130.9788732
31192,60,6480.500000,108.0083333
31193,53,4240.000000,80.0000000
31434,106,9486.500000,89.4952830
31435,26,2491.100000,95.8115385
31436,66,6788.400000,102.8545455
31437,44,7730.000000,175.6818182
31676,31,3644.100000,117.5516129
31677,97,8435.500000,86.9639175
31678,10,1182.800000,118.2800000
31679,168,15606.300000,92.8946429
31680,60,3815.200000,63.5866667
31919,57,9651.800000,169.3298246
31920,22,1237.500000,56.2500000
31921,114,10122.390000,88.7928947
31922,150,20702.998031,138.0199869
31923,860,213188.900000,247.8940698
31924,214,50095.130000,234.0893925
32162,45,5785.600000,128.5688889
32163,95,7428.300000,78.1926316
32164,77,5904.600000,76.6831169
32165,278,37072.098688,133.3528730
32166,171,24268.600000,141.9216374
32167,339,45220.550000,133.3939528
32168,83,10397.400000,125.2698795
32169,37,9977.300000,269.6567568
32404,1,1649.300000,1649.3000000
32405,66,6779.600000,102.7212121
32406,50,3809.900000,76.1980000
32407,132,14817.700000,112.2553030
32408,317,33373.700000,105.2798107
32409,137,11473.400000,83.7474453
32410,49,2462.500000,50.2551020
32411,58,5551.800000,95.7206897
32412,6,582.500000,97.0833333
32413,82,14226.200000,173.4902439
32647,31,6943.600000,223.9870968
32648,36,5253.300656,145.9250182
32649,92,10323.200000,112.2086957
32650,152,11785.400000,77.5355263
32651,244,20209.201312,82.8245955
32652,78,4928.200000,63.1820513
32653,28,3047.400000,108.8357143
32654,6,661.400000,110.2333333
32655,30,1646.500000,54.8833333
32656,25,1054.800000,42.1920000
32657,94,13704.700000,145.7946809
32658,56,10299.800000,183.9250000
32889,10,885.200000,88.5200000
32890,99,20885.000000,210.9595960
32891,51,3852.101312,75.5313983
32892,22,4100.000000,186.3636364
32893,108,8354.200000,77.3537037
32894,312,51236.800000,164.2205128
32895,47,4402.099344,93.6616882
32896,9,1610.100000,178.9000000
32897,19,1707.600000,89.8736842
32899,10,747.000000,74.7000000
32900,28,2179.000000,77.8214286
32901,36,1180.500000,32.7916667
32902,13,574.500000,44.1923077
32903,18,3648.000000,202.6666667
33132,29,3370.900000,116.2379310
33133,95,11928.800000,125.5663158
33134,8,846.000000,105.7500000
33135,29,4318.999344,148.9310119
33136,104,8488.900656,81.6240448
33137,184,19764.599344,107.4163008
33138,42,4753.000000,113.1666667
33139,21,1692.100000,80.5761905
33140,16,1027.500000,64.2187500
33141,1,86.000000,86.0000000
33142,10,1140.000000,114.0000000
33143,1,7.000000,7.0000000
33144,4,42.000000,10.5000000
33145,7,618.500000,88.3571429
33146,20,969.000000,48.4500000
33147,17,2305.400000,135.6117647
33148,93,16760.800000,180.2236559
33149,6,1103.000000,183.8333333
33375,33,2965.900000,89.8757576
33376,10,1433.000000,143.3000000
33377,51,6397.400000,125.4392157
33378,124,20007.000000,161.3467742
33379,119,14680.301312,123.3638766
33380,14,1539.000000,109.9285714
33381,26,3411.000000,131.1923077
33383,12,680.300000,56.6916667
33384,14,752.100000,53.7214286
33385,22,2203.400000,100.1545455
33386,37,1626.100000,43.9486486
33387,11,342.000000,31.0909091
33388,10,548.000000,54.8000000
33389,32,1140.000000,35.6250000
33390,49,1955.000000,39.8979592
33391,13,375.000000,28.8461538
33392,89,6861.300000,77.0932584
33393,44,1294.200000,29.4136364
33394,10,427.000000,42.7000000
33618,34,4859.300000,142.9205882
33619,3,352.000000,117.3333333
33621,30,4952.499344,165.0833115
33622,74,10723.300000,144.9094595
